Seed,Score,ExecTime,N,M,T,U,GridMean,GridStd,GridMax,GridMin,AvgGradient,MaxGradient,HighValueConcentration,MaxDistFromCenter,CenterEdgeRatio,CenterMean,EdgeMean,CornersMean,EnemyAvgDistance,EnemySpread,EnemyCentroidFromCenter,EnemyAvgValue,EnemyMinDistToHighValue
0000,139951,2217,10,4,100,3,1000.00,182.53,1347,688,229.80,591,5.74,3.00,0.97,979.58,1011.48,1095.25,4.67,1.53,2.00,1046.00,0.67
0001,94890,2211,10,4,100,4,1000.00,310.35,1628,534,368.32,1075,4.74,7.00,1.03,1021.72,987.78,903.25,5.67,1.26,2.50,1068.50,2.25
0002,165665,2169,10,4,100,1,1000.00,381.92,2032,424,349.84,1241,4.18,8.00,0.86,906.47,1052.61,1156.50,0.00,0.00,5.00,837.00,7.00
0003,112184,2181,10,6,100,4,1000.00,506.30,2005,267,157.82,445,1.62,4.00,1.46,1254.64,856.77,594.75,6.83,2.02,2.75,1011.00,3.25
0004,102601,2210,10,5,100,4,1000.00,301.16,2418,626,115.37,520,1.60,9.00,0.96,976.64,1013.14,1185.75,6.00,1.50,2.50,1138.50,3.00
0005,109808,2181,10,6,100,4,1000.00,240.62,2019,623,102.35,620,1.70,5.00,1.10,1061.11,965.62,885.00,4.67,1.63,2.00,894.25,5.00
0006,193507,2211,10,2,100,3,1000.00,218.51,1556,608,170.95,509,1.90,3.00,1.18,1109.11,938.62,772.75,11.00,0.00,0.50,1181.50,2.50
0007,218710,2182,10,3,100,1,1000.00,312.45,2050,518,135.27,562,1.67,4.00,1.10,1062.17,965.03,705.75,0.00,0.00,8.00,965.00,2.00
0008,343802,1870,10,4,100,1,1000.00,273.32,1983,508,237.71,713,2.08,3.00,1.25,1146.31,917.70,944.50,0.00,0.00,6.00,1092.00,5.00
0009,242801,1819,10,4,100,1,1000.00,466.43,2074,531,178.97,1384,2.63,4.00,1.08,1052.75,970.33,915.75,0.00,0.00,5.00,581.00,7.00
0010,365363,1874,10,2,100,2,1000.00,368.86,1882,634,111.35,651,1.60,3.00,1.41,1227.19,872.20,683.50,6.00,0.00,2.00,1303.00,2.00
0011,185883,1895,10,4,100,5,1000.00,279.87,2333,630,141.93,800,1.45,4.00,1.20,1120.22,932.38,858.25,8.50,2.69,2.25,974.75,5.00
0012,177824,1892,10,3,100,3,1000.00,48.90,1075,911,59.62,156,4.36,4.00,0.99,993.69,1003.55,974.00,8.00,2.78,3.67,1063.67,1.33
0013,110626,1867,10,6,100,3,1000.00,656.10,2708,279,215.47,712,1.60,4.00,1.19,1112.81,936.55,647.00,4.00,1.39,2.33,1810.33,1.00
0014,116461,1876,10,6,100,4,1000.00,215.02,1669,685,180.27,623,1.77,7.00,0.94,961.03,1021.92,993.00,7.67,1.08,2.00,868.50,6.00
0015,135444,1881,10,7,100,5,1000.00,285.77,1688,648,161.29,873,1.69,8.00,0.97,982.67,1009.75,787.75,6.60,1.82,1.00,1028.20,3.40
0016,105130,1843,10,5,100,3,1000.00,207.42,2008,749,78.02,431,1.88,6.00,1.03,1019.58,988.98,925.25,5.33,1.53,4.00,1010.00,4.33
0017,167229,1886,10,4,100,2,1000.00,513.75,2027,328,569.49,1643,4.58,8.00,0.91,940.67,1033.38,1257.00,8.00,0.00,2.00,1636.00,0.50
0018,160692,1874,10,2,100,4,1000.00,402.48,1845,421,457.50,1266,4.56,8.00,0.97,983.72,1009.16,1082.00,9.00,0.00,4.50,1510.50,1.50
0019,90329,1791,10,8,100,5,1000.00,280.71,1510,446,190.91,577,2.48,1.00,1.31,1178.69,899.48,702.00,6.80,1.75,1.20,1053.40,2.40
0020,326298,1843,10,2,100,1,1000.00,431.11,1949,325,123.49,345,1.55,4.00,1.28,1163.47,908.05,656.00,0.00,0.00,6.00,1461.00,1.00
0021,192752,1886,10,3,100,2,1000.00,250.75,1445,591,287.10,829,5.14,9.00,0.91,937.44,1035.19,1042.50,9.00,0.00,2.50,662.00,1.00
0022,148053,1878,10,3,100,3,1000.00,186.29,1766,692,81.94,316,1.67,5.00,1.05,1032.11,981.94,917.75,6.67,1.71,1.33,1123.67,2.33
0023,320315,1888,10,2,100,3,1000.00,348.46,1641,368,148.12,410,2.17,5.00,1.22,1131.11,926.25,782.75,6.00,0.00,2.00,1309.00,2.00
0024,127748,1881,10,5,100,2,1000.00,244.44,2142,652,138.15,698,1.88,6.00,1.02,1013.89,992.19,875.50,2.00,0.00,5.00,795.50,8.00
0025,267666,1846,10,4,100,1,1000.00,83.33,1121,846,101.31,274,4.38,5.00,1.00,1000.67,999.62,1058.25,0.00,0.00,9.00,1107.00,0.00
0026,252889,1835,10,6,100,1,1000.00,317.82,2211,634,141.93,622,1.55,1.00,1.60,1316.03,822.23,672.25,0.00,0.00,4.00,1253.00,2.00
0027,171559,1871,10,3,100,1,1000.00,155.53,1241,764,163.49,466,4.10,5.00,1.06,1038.11,978.56,948.50,0.00,0.00,7.00,1137.00,1.00
0028,272886,1898,10,4,100,3,1000.00,403.67,2392,491,142.00,488,1.69,7.00,1.02,1013.06,992.66,926.00,10.00,1.26,1.33,974.67,4.00
0029,90335,1854,10,7,100,3,1000.00,187.32,1320,649,208.16,610,5.24,6.00,0.98,988.19,1006.64,1092.25,4.00,1.35,3.00,959.00,3.67
0030,249824,1837,10,7,100,1,1000.00,372.91,2561,377,325.76,1085,3.19,7.00,0.96,971.44,1016.06,755.75,0.00,0.00,7.00,388.00,7.00
0031,273273,1891,10,4,100,2,1000.00,317.01,2218,479,151.80,575,1.82,7.00,1.01,1007.47,995.80,868.25,7.00,0.00,2.50,1207.00,3.00
0032,122729,1889,10,5,100,2,1000.00,339.09,1798,487,133.03,475,1.93,7.00,1.07,1043.72,975.41,902.75,6.00,0.00,3.00,1282.00,2.00
0033,190932,1872,10,2,100,4,1000.00,447.15,1761,365,552.47,1340,4.86,5.00,0.94,961.03,1021.92,1215.75,5.00,0.00,1.50,1007.50,2.00
0034,280783,1862,10,2,100,4,1000.00,528.72,2029,298,640.72,1714,5.16,8.00,0.93,956.50,1024.47,577.75,2.00,0.00,7.00,857.00,2.00
0035,407336,1864,10,2,100,2,1000.00,230.98,1906,657,117.12,529,1.75,7.00,0.94,963.78,1020.38,1044.50,4.00,0.00,5.00,1134.00,2.50
0036,268783,1862,10,4,100,1,1000.00,196.50,1475,714,75.08,468,1.60,2.00,1.23,1134.31,924.45,833.25,0.00,0.00,3.00,1215.00,1.00
0037,263875,1832,10,7,100,1,1000.00,123.17,1492,779,64.59,219,1.57,4.00,1.11,1065.58,963.11,870.75,0.00,0.00,5.00,1104.00,1.00
0038,240219,1882,10,4,100,1,1000.00,464.15,1859,310,540.78,1472,4.91,7.00,1.09,1054.53,969.33,1026.50,0.00,0.00,4.00,1418.00,2.00
0039,180936,1838,10,2,100,1,1000.00,236.90,1872,580,169.59,614,3.92,9.00,0.97,979.36,1011.61,1248.25,0.00,0.00,7.00,1437.00,0.00
0040,98957,1871,10,6,100,3,1000.00,495.39,1951,298,572.67,1650,4.98,4.00,0.90,931.75,1038.39,1538.75,6.00,1.71,2.33,981.00,2.67
0041,374016,1864,10,2,100,2,1000.00,257.02,2005,628,141.02,581,1.92,8.00,0.93,951.53,1027.27,1057.75,13.00,0.00,1.50,971.50,3.50
0042,172603,1879,10,5,100,4,1000.00,249.15,2442,702,112.16,852,1.50,2.00,1.31,1180.50,898.47,794.75,4.83,1.84,2.25,1260.75,1.00
0043,157064,1840,10,4,100,4,1000.00,317.19,1728,530,308.65,1129,4.76,3.00,0.94,961.22,1021.81,1037.00,5.00,1.47,2.50,928.50,1.75
0044,132446,1876,10,5,100,3,1000.00,16.94,1027,963,18.46,61,5.15,4.00,1.00,999.00,1000.56,999.75,4.67,0.33,1.33,988.33,1.33
0045,218944,1854,10,5,100,1,1000.00,667.91,4076,282,464.86,1573,4.13,7.00,0.70,784.06,1121.47,1143.25,0.00,0.00,7.00,381.00,5.00
0046,153353,1850,10,3,100,1,1000.00,219.11,1768,615,156.70,639,3.27,4.00,1.18,1108.92,938.73,796.00,0.00,0.00,5.00,912.00,4.00
0047,150426,1873,10,6,100,2,1000.00,305.28,2049,495,235.56,803,1.64,5.00,1.05,1033.44,981.19,814.75,7.00,0.00,2.50,919.50,5.50
0048,135752,1844,10,8,100,4,1000.00,276.18,1841,505,159.63,1088,3.85,4.00,1.20,1118.50,933.34,668.75,6.17,1.03,3.25,1074.00,2.00
0049,119159,1841,10,3,100,2,1000.00,246.05,1729,524,155.68,561,1.64,5.00,1.12,1071.11,960.00,836.50,1.00,0.00,5.50,902.00,3.50
0050,179103,1871,10,3,100,4,1000.00,344.76,1615,464,388.87,1100,4.76,5.00,0.97,982.53,1009.83,1149.75,8.00,2.78,1.33,956.00,2.33
0051,201304,1896,10,4,100,2,1000.00,238.66,1919,615,125.20,473,1.75,3.00,1.26,1151.86,914.58,816.00,4.00,0.00,3.00,918.50,4.00
0052,112356,1849,10,6,100,5,1000.00,446.22,1858,363,262.55,1481,3.47,2.00,1.16,1096.17,945.91,910.50,6.80,2.81,3.00,1211.00,1.60
0053,163173,1886,10,3,100,4,1000.00,213.24,1807,705,76.48,301,1.55,4.00,1.08,1050.03,971.86,857.50,6.67,1.26,3.67,1128.33,2.33
0054,322775,1827,10,8,100,1,1000.00,292.27,2466,588,178.46,855,1.80,5.00,0.98,984.53,1008.70,885.00,0.00,0.00,5.00,970.00,5.00
0055,177644,1884,10,6,100,2,1000.00,277.09,1881,562,171.67,564,2.10,5.00,1.29,1170.44,904.12,696.50,7.00,0.00,2.50,1104.00,3.50
0056,114217,1867,10,5,100,4,1000.00,126.83,1373,882,79.43,429,1.62,3.00,1.14,1083.06,953.28,954.25,6.00,2.22,2.00,1033.25,2.25
0057,255436,1886,10,6,100,2,1000.00,313.76,1610,525,400.04,1019,3.75,5.00,0.94,958.00,1023.62,1180.25,9.00,0.00,4.50,1257.50,3.00
0058,80139,1816,10,6,100,5,1000.00,512.11,2408,249,537.45,1746,4.26,9.00,0.99,993.42,1003.70,1112.75,6.40,1.87,3.20,930.60,2.80
0059,108690,1894,10,3,100,4,1000.00,127.18,1174,765,151.96,396,3.36,3.00,1.00,998.19,1001.02,1058.50,8.00,0.58,1.00,1079.00,2.33
0060,82199,1842,10,6,100,4,1000.00,145.27,1597,716,61.13,339,1.60,5.00,1.09,1057.17,967.84,855.25,7.00,0.41,3.00,875.25,7.50
0061,350171,1843,10,5,100,1,1000.00,226.29,1794,625,88.13,353,1.64,6.00,1.03,1016.36,990.80,870.50,0.00,0.00,8.00,1310.00,0.00
0062,111728,1848,10,8,100,3,1000.00,543.16,2238,203,465.11,1680,3.14,3.00,1.67,1344.92,805.98,750.50,8.00,1.95,4.33,792.67,4.67
0063,88320,1853,10,7,100,5,1000.00,364.51,1773,271,182.61,610,1.75,2.00,1.35,1199.78,887.62,613.50,6.40,2.00,0.60,1231.80,3.00
0064,281445,1834,10,6,100,1,1000.00,243.59,1564,529,231.32,662,2.41,1.00,1.30,1172.83,902.78,775.50,0.00,0.00,7.00,529.00,3.00
0065,88793,1864,10,5,100,3,1000.00,161.14,1268,721,181.29,491,4.71,6.00,0.98,983.97,1009.02,952.75,10.67,3.02,2.33,950.00,2.33
0066,159953,1884,10,4,100,2,1000.00,206.51,1387,702,258.73,637,4.88,3.00,1.03,1018.11,989.81,876.25,9.00,0.00,3.50,1087.00,1.50
0067,70191,1875,10,5,100,5,1000.00,347.48,2237,497,272.72,1470,4.71,5.00,0.94,961.56,1021.62,800.50,7.40,2.35,1.60,1152.60,1.80
0068,200411,1809,10,8,100,1,1000.00,177.64,1621,655,95.02,372,4.21,5.00,1.08,1048.00,973.00,894.50,0.00,0.00,3.00,1079.00,1.00
0069,100109,1865,10,3,100,4,1000.00,338.41,1581,450,380.42,1099,4.71,6.00,1.05,1030.56,982.81,1195.50,5.33,1.53,3.00,890.33,2.33
0070,125515,1850,10,8,100,4,1000.00,478.37,2472,335,303.13,914,1.62,8.00,0.97,982.39,1009.91,951.50,7.17,1.22,1.75,880.50,5.75
0071,84742,1807,10,8,100,3,1000.00,170.84,1640,661,125.17,408,2.17,6.00,1.02,1010.14,994.30,835.00,8.67,2.91,1.67,948.33,3.67
0072,277281,1858,10,4,100,1,1000.00,222.81,1608,635,134.76,509,1.87,3.00,1.19,1114.33,935.69,785.00,0.00,0.00,3.00,1028.00,4.00
0073,106581,1852,10,4,100,3,1000.00,262.32,1935,625,138.16,503,1.74,4.00,1.04,1027.50,984.53,899.75,6.00,2.03,3.00,1119.33,2.67
0074,427739,1897,10,2,100,3,1000.00,496.60,2302,378,554.21,1625,3.87,6.00,1.11,1070.39,960.41,829.25,9.00,0.00,0.50,1179.50,1.50
0075,130452,1839,10,7,100,4,1000.00,372.00,1878,310,218.08,734,2.33,3.00,1.28,1161.33,909.25,824.00,7.33,2.08,2.50,991.25,2.25
0076,246524,1890,10,5,100,3,1000.00,206.23,2075,784,72.86,536,1.56,5.00,1.03,1020.86,988.27,895.25,8.00,2.71,2.67,920.33,5.33
0077,310069,1862,10,2,100,2,1000.00,336.83,2337,514,227.12,635,1.80,5.00,1.03,1021.17,988.09,995.50,7.00,0.00,2.50,885.50,4.50
0078,125290,1855,10,3,100,2,1000.00,211.57,1630,641,152.67,416,2.05,5.00,1.06,1037.00,979.19,914.25,7.00,0.00,3.50,859.50,6.00
0079,94555,1886,10,3,100,3,1000.00,374.76,1675,712,111.86,916,2.23,4.00,1.07,1045.36,974.48,760.50,7.33,2.36,2.67,1026.33,2.33
0080,103360,1873,10,4,100,5,1000.00,248.21,1481,511,131.96,740,2.02,1.00,1.17,1101.47,942.92,820.50,5.83,0.91,2.75,1124.75,2.50
0081,141427,1865,10,6,100,5,1000.00,616.09,3573,471,263.76,1171,1.45,4.00,1.03,1016.58,990.67,639.25,5.60,2.28,3.00,925.60,4.80
0082,93940,1858,10,6,100,4,1000.00,359.32,1797,274,141.49,475,1.69,2.00,1.44,1241.81,863.98,611.50,6.67,1.19,3.50,936.00,3.75
0083,104378,1871,10,4,100,5,1000.00,170.79,1715,726,94.51,379,2.30,4.00,1.15,1091.69,948.42,834.25,8.83,3.35,2.75,937.50,2.50
0084,128105,1880,10,5,100,3,1000.00,257.04,1754,746,153.47,868,1.55,3.00,1.01,1007.61,995.72,945.25,8.00,2.52,1.00,972.67,4.33
0085,281902,1823,10,7,100,1,1000.00,237.64,1435,610,268.44,802,5.59,8.00,0.93,957.06,1024.16,1023.50,0.00,0.00,5.00,789.00,2.00
0086,133105,1876,10,2,100,5,1000.00,464.35,1793,312,538.21,1433,4.98,3.00,1.02,1013.39,992.47,1281.00,5.00,0.00,3.50,668.00,2.00
0087,230095,1854,10,4,100,1,1000.00,459.04,2285,334,186.26,638,1.69,2.00,1.81,1401.78,774.00,493.75,0.00,0.00,5.00,1240.00,2.00
0088,174806,1867,10,5,100,1,1000.00,206.08,1329,655,262.15,661,3.80,5.00,1.00,1002.06,998.84,982.75,0.00,0.00,6.00,1012.00,1.00
0089,62360,1859,10,6,100,4,1000.00,143.67,1398,788,110.76,491,1.65,5.00,0.94,959.75,1022.64,1077.00,6.33,1.75,2.00,948.50,6.50
0090,114842,1865,10,6,100,5,1000.00,386.66,1750,423,405.28,1298,4.46,3.00,0.94,962.25,1021.23,1002.75,6.60,2.04,2.80,1063.00,1.80
0091,104086,1875,10,3,100,2,1000.00,390.60,1815,339,178.93,544,2.08,6.00,1.10,1060.42,966.02,720.75,9.00,0.00,2.50,962.00,4.00
0092,192328,1868,10,8,100,4,1000.00,275.45,1688,405,224.46,939,2.68,6.00,1.12,1075.78,957.38,673.00,7.00,1.11,1.50,1138.75,2.00
0093,219936,1885,10,2,100,4,1000.00,448.32,1760,411,542.88,1335,5.22,1.00,0.95,968.72,1017.59,1199.25,2.00,0.00,3.00,1102.00,1.00
0094,237608,1866,10,6,100,1,1000.00,164.78,1277,751,199.79,516,4.17,6.00,1.01,1007.67,995.69,1045.50,0.00,0.00,7.00,1184.00,2.00
0095,165456,1900,10,4,100,2,1000.00,498.57,2151,377,145.74,577,1.67,6.00,1.21,1124.28,930.09,837.00,5.00,0.00,3.50,1356.50,2.00
0096,423502,1862,10,2,100,4,1000.00,154.72,1478,727,64.35,206,1.65,5.00,1.05,1030.56,982.81,918.25,3.00,0.00,4.50,1057.50,3.50
0097,142888,1858,10,8,100,3,1000.00,366.94,1788,452,163.40,670,1.74,7.00,1.14,1087.89,950.56,786.50,10.00,3.20,1.67,1163.67,4.00
0098,87445,1880,10,4,100,3,1000.00,360.52,2359,449,323.32,994,2.81,7.00,0.94,960.19,1022.39,883.00,9.33,2.12,2.00,1112.67,5.00
0099,107815,1895,10,5,100,3,1000.00,484.67,2044,402,351.74,1604,2.12,2.00,1.64,1333.53,812.39,612.25,4.67,1.53,2.00,1610.00,1.00
0100,107692,1913,10,3,100,2,1000.00,232.55,1965,718,60.33,320,1.79,8.00,0.94,963.92,1020.30,1048.25,7.00,0.00,4.50,823.00,9.50
0101,315757,1877,10,2,100,3,1000.00,54.79,1086,896,67.38,190,5.06,5.00,1.03,1016.83,990.53,1015.25,10.00,0.00,4.00,1015.50,0.50
0102,147027,1896,10,8,100,3,1000.00,468.52,2273,357,213.57,866,1.72,7.00,1.10,1064.17,963.91,803.50,8.00,0.58,2.00,1217.00,4.33
0103,93450,1867,10,8,100,3,1000.00,226.53,1646,628,197.78,661,2.25,4.00,1.02,1012.86,992.77,946.75,4.00,1.35,3.00,1062.67,2.00
0104,105421,1890,10,4,100,3,1000.00,360.56,1820,422,175.19,600,1.97,5.00,1.24,1142.00,920.12,771.75,10.00,0.96,3.67,955.00,3.67
0105,128987,1880,10,5,100,3,1000.00,429.50,1818,372,501.04,1380,4.33,5.00,0.96,976.11,1013.44,1002.75,6.00,1.07,2.67,1325.00,1.67
0106,457304,1891,10,3,100,3,1000.00,165.26,1596,820,123.32,736,3.96,6.00,0.97,978.08,1012.33,1043.25,10.67,1.71,1.67,1062.00,2.33
0107,69502,1866,10,5,100,4,1000.00,57.23,1095,895,63.92,175,5.86,3.00,1.00,999.75,1000.14,986.75,7.33,1.29,1.50,1001.00,1.50
0108,306215,1857,10,5,100,1,1000.00,533.02,2293,192,212.01,655,1.80,5.00,1.18,1109.86,938.20,730.00,0.00,0.00,3.00,466.00,5.00
0109,176211,1874,10,3,100,1,1000.00,44.36,1073,913,50.91,150,5.82,7.00,0.99,991.03,1005.05,958.00,0.00,0.00,4.00,1049.00,2.00
0110,81891,1859,10,7,100,3,1000.00,387.60,1675,417,406.94,1193,3.95,4.00,1.06,1035.69,979.92,626.25,6.67,1.50,3.33,986.67,1.67
0111,140892,1844,10,7,100,5,1000.00,289.35,1856,617,235.29,1012,1.69,4.00,1.07,1040.94,976.97,822.25,4.80,1.92,3.20,1312.80,1.20
0112,96458,1864,10,5,100,2,1000.00,450.33,1861,347,498.11,1415,4.13,5.00,1.18,1108.81,938.80,551.50,13.00,0.00,2.50,717.50,3.50
0113,87250,1864,10,7,100,5,1000.00,406.88,1778,436,279.36,1169,2.91,4.00,1.31,1175.94,901.03,748.75,6.40,1.86,4.40,786.60,3.60
0114,90121,1891,10,4,100,3,1000.00,379.97,2014,436,195.49,851,2.20,7.00,1.07,1044.69,974.86,916.50,8.67,2.08,1.33,905.67,3.00
0115,105047,1877,10,3,100,5,1000.00,170.74,1637,775,48.68,191,1.67,7.00,1.00,996.97,1001.70,985.50,8.67,0.58,1.00,948.67,5.33
0116,114604,1865,10,8,100,5,1000.00,302.55,1581,485,134.78,454,2.38,3.00,1.17,1100.47,943.48,864.00,8.20,2.43,2.80,776.00,5.80
0117,114027,1882,10,7,100,2,1000.00,235.82,1347,781,69.04,538,2.40,4.00,1.03,1017.39,990.22,923.75,4.00,0.00,2.00,1069.50,1.50
0118,280115,1881,10,3,100,5,1000.00,515.51,2420,267,544.78,1420,4.93,7.00,0.97,981.92,1010.17,1490.50,5.33,1.02,1.33,666.67,3.00
0119,146052,1856,10,5,100,1,1000.00,295.61,2232,615,243.72,1334,3.83,5.00,0.90,931.11,1038.75,808.50,0.00,0.00,9.00,808.00,4.00
0120,102235,1868,10,4,100,5,1000.00,75.30,1110,862,76.82,221,5.21,5.00,1.01,1004.47,997.48,966.75,7.00,2.69,3.50,984.25,1.25
0121,134726,1863,10,5,100,3,1000.00,116.59,1183,781,133.46,390,5.45,6.00,0.99,993.75,1003.52,1116.50,10.67,3.61,1.00,1110.33,0.67
0122,199527,1883,10,7,100,2,1000.00,277.79,1885,545,171.02,508,1.57,3.00,1.26,1154.81,912.92,753.50,2.00,0.00,4.00,834.50,4.00
0123,69387,1855,10,7,100,2,1000.00,599.52,2616,272,569.17,2153,3.80,5.00,0.85,898.08,1057.33,889.25,9.00,0.00,3.50,951.00,4.50
0124,248085,1870,10,2,100,5,1000.00,650.11,2619,145,253.44,706,1.69,4.00,1.14,1083.67,952.94,738.50,9.00,0.00,0.50,746.00,5.00
0125,181612,1872,10,6,100,2,1000.00,198.06,1898,681,84.39,438,1.89,5.00,1.02,1015.06,991.53,917.75,2.00,0.00,4.00,872.50,6.00
0126,158416,1879,10,7,100,3,1000.00,176.57,1572,719,71.68,239,1.62,4.00,1.10,1062.31,964.95,880.00,8.00,2.17,3.67,918.67,3.67
0127,103595,1856,10,7,100,4,1000.00,235.71,1437,613,296.87,808,3.80,5.00,1.03,1020.83,988.28,988.00,7.50,0.91,0.75,1131.75,1.00
0128,193014,1854,10,2,100,3,1000.00,329.48,1655,505,212.58,958,2.26,2.00,1.10,1060.11,966.19,831.00,3.00,0.00,4.50,1302.50,2.00
0129,95639,1853,10,5,100,2,1000.00,272.15,1875,729,139.17,1118,1.69,6.00,0.90,934.08,1037.08,1106.00,4.00,0.00,6.00,947.00,4.00
0130,75176,1815,10,8,100,5,1000.00,593.88,3219,237,477.48,1673,2.31,6.00,0.87,915.92,1047.30,1289.75,6.00,1.40,2.40,937.40,2.60
0131,63165,1858,10,5,100,5,1000.00,315.06,2331,582,311.13,1401,4.10,3.00,1.11,1068.03,961.73,968.75,7.40,2.85,2.20,839.80,2.40
0132,104408,1871,10,7,100,5,1000.00,305.60,1554,540,348.35,995,6.26,8.00,0.92,946.14,1030.30,1148.75,5.20,2.13,2.40,789.40,2.60
0133,196653,1885,10,5,100,2,1000.00,145.07,1576,779,63.65,280,1.57,3.00,1.17,1101.00,943.19,841.25,6.00,0.00,4.00,994.50,3.00
0134,97762,1869,10,7,100,4,1000.00,294.80,2152,552,157.57,586,1.87,4.00,1.19,1112.69,936.61,761.25,5.83,0.71,1.25,1028.75,3.00
0135,132166,1859,10,7,100,5,1000.00,286.22,1933,474,296.27,788,3.01,6.00,1.08,1049.44,972.19,1045.25,5.80,1.05,0.60,1156.80,2.40
0136,141302,1882,10,7,100,5,1000.00,552.07,2377,381,143.99,521,1.69,7.00,1.07,1045.58,974.36,903.75,7.80,3.01,1.60,674.20,6.20
0137,118525,1846,10,7,100,2,1000.00,516.05,2722,354,412.58,1759,2.69,6.00,0.87,915.56,1047.50,936.75,6.00,0.00,3.00,846.00,2.00
0138,315444,1893,10,2,100,5,1000.00,283.78,1470,351,102.38,285,1.93,4.00,1.28,1161.94,908.91,683.50,5.00,0.00,5.50,558.50,7.00
0139,117672,1856,10,3,100,2,1000.00,239.47,1969,619,166.79,594,1.97,7.00,0.94,958.19,1023.52,1039.00,5.00,0.00,2.50,1052.50,2.00
0140,131948,1881,10,6,100,4,1000.00,563.45,2329,331,187.63,781,1.60,3.00,1.50,1272.06,846.97,565.00,4.17,2.04,3.75,1358.00,1.50
0141,118866,1868,10,8,100,4,1000.00,215.11,1368,630,254.99,701,4.83,3.00,1.01,1003.58,997.98,1019.25,7.83,0.71,2.25,1004.50,1.50
0142,102699,1870,10,4,100,3,1000.00,248.02,1706,843,94.63,784,1.45,6.00,0.96,971.47,1016.05,918.25,6.67,1.39,4.67,913.67,7.33
0143,171763,1859,10,7,100,4,1000.00,283.20,1478,408,102.07,364,1.92,5.00,1.24,1139.19,921.70,692.75,7.50,1.08,1.75,1092.75,2.75
0144,129115,1870,10,2,100,5,1000.00,302.90,1518,549,354.66,907,3.88,2.00,1.01,1007.36,995.86,990.00,13.00,0.00,1.50,1095.00,3.00
0145,119196,1887,10,4,100,5,1000.00,28.40,1046,945,32.61,91,4.32,3.00,1.01,1004.25,997.61,1015.25,7.83,2.27,2.75,987.00,2.25
0146,157975,1879,10,3,100,4,1000.00,175.70,1570,744,148.13,688,2.08,4.50,1.07,1042.75,975.95,927.25,2.67,0.84,5.33,966.00,5.00
0147,193574,1867,10,8,100,2,1000.00,219.76,1744,670,123.04,432,1.83,3.00,1.29,1168.33,905.31,814.50,9.00,0.00,2.50,938.00,3.00
0148,229974,1860,10,2,100,1,1000.00,368.06,1649,419,119.87,373,1.98,5.00,1.17,1100.03,943.73,791.50,0.00,0.00,5.00,1123.00,2.00
0149,389917,1879,10,2,100,3,1000.00,345.27,1639,477,382.71,1088,4.99,5.00,1.12,1070.81,960.17,967.00,6.00,0.00,2.00,497.00,2.00
0150,119113,1878,10,4,100,3,1000.00,341.70,1802,426,284.82,1243,3.70,4.00,1.19,1112.33,936.81,773.75,9.33,2.59,0.67,1244.00,1.33
0151,292204,1887,10,2,100,4,1000.00,234.05,1913,602,103.64,377,1.59,7.00,1.01,1003.81,997.86,961.50,4.00,0.00,6.00,1106.00,2.50
0152,121369,1868,10,6,100,5,1000.00,428.18,2121,589,139.29,704,1.45,4.00,1.11,1070.11,960.56,723.50,6.60,2.45,1.00,1067.80,4.00
0153,165340,1873,10,3,100,5,1000.00,335.91,2684,526,239.64,980,1.85,1.00,1.49,1264.53,851.20,776.50,4.67,1.07,2.67,1096.00,1.67
0154,309437,1881,10,2,100,2,1000.00,204.18,1329,603,233.69,653,4.51,6.00,0.99,992.47,1004.23,944.75,8.00,0.00,5.00,1263.00,0.50
0155,61416,1883,10,4,100,5,1000.00,159.65,1787,891,70.53,846,3.37,6.00,0.95,969.75,1017.02,959.50,7.50,1.87,2.25,979.00,2.50
0156,292203,1869,10,2,100,3,1000.00,438.04,2013,301,186.10,552,1.60,2.00,1.97,1460.42,741.02,420.25,3.00,0.00,1.50,1528.00,1.00
0157,133465,1873,10,4,100,4,1000.00,239.14,2013,693,94.97,395,1.69,7.00,0.97,980.14,1011.17,981.00,7.50,2.04,0.75,1054.75,6.00
0158,117753,1817,10,2,100,3,1000.00,289.50,1494,528,338.10,939,6.18,5.00,1.02,1012.03,993.23,1033.50,5.00,0.00,2.50,1312.50,3.50
0159,107561,1864,10,3,100,2,1000.00,79.36,1115,843,82.51,228,4.69,5.00,0.97,980.61,1010.91,1036.75,2.00,0.00,7.00,1059.00,1.50
0160,64749,1858,10,7,100,2,1000.00,441.14,2330,370,455.75,1469,4.20,4.00,0.90,934.11,1037.06,1420.75,3.00,0.00,2.50,918.50,1.00
0161,80940,1838,10,8,100,5,1000.00,180.68,1946,728,95.19,451,1.62,7.00,0.98,989.08,1006.14,952.50,8.60,1.85,1.00,1000.40,5.00
0162,89393,1811,10,8,100,5,1000.00,249.78,1424,611,286.58,775,4.05,6.00,1.10,1060.06,966.22,868.50,4.20,1.55,3.80,917.20,1.40
0163,98054,1892,10,3,100,3,1000.00,299.16,1590,552,340.55,983,6.06,6.00,0.94,960.50,1022.22,1242.75,6.00,1.64,1.33,730.67,2.67
0164,159001,1875,10,5,100,2,1000.00,14.22,1021,973,16.79,45,4.51,2.00,1.00,1002.00,998.88,995.00,5.00,0.00,2.50,993.00,1.50
0165,167062,1859,10,6,100,2,1000.00,399.09,1754,413,273.43,1179,2.79,5.00,1.45,1249.97,859.39,709.50,3.00,0.00,6.50,1305.00,1.00
